file,sheet,name,size,pack,retail_raw,retail_num,whole_raw,whole_num,cost_case_raw,cost_unit_raw,cost_unit_num,date
ต้นทุนของกิน,แฟ้บ,โอโม พิเศษ  25 บาท,450 ก.,1*24,25,25.0,,,509,.,,19-9-59
ต้นทุนของกิน,แฟ้บ,โอโม พิเศษ  40 บาท,650 ก.,1*12,40,40.0,,,ลัง 417.87,34.82,34.82,13-11-67
ต้นทุนของกิน,แฟ้บ,โอโม พิเศษ  40 บาท,1000 ก.,1*8,57,57.0,,,415.71,51.96,51.96,22-2-55
ต้นทุนของกิน,แฟ้บ,โอโม พิเศษ  40 บาท,3000ก.,1*4,155,155.0,,,489.19,122.3,122.3,14-5-55
ต้นทุนของกิน,แฟ้บ,โอโมซันชาย  40 บาท,850 ก.,1*12,40,40.0,,,ลัง 417.87,34.82,34.82,28-2-68
ต้นทุนของกิน,แฟ้บ,โอโมซันชาย  40 บาท,1000 ก.,1*8,57,57.0,,,415.71,51.96,51.96,22-2-55
ต้นทุนของกิน,แฟ้บ,โอโมซันชาย  40 บาท,3000ก.,1*4,155,155.0,,,489.19,122.3,122.3,14-5-55
ต้นทุนของกิน,แฟ้บ,บรีสเอกเซล,800 ก.,1*12,79,79.0,,,820.3,68.36,68.36,25-2-62
ต้นทุนของกิน,แฟ้บ,บรีสเอกเซล,2000ก.,1*6,137,137.0,,,747.59,124.59,124.59,25-2-62
ต้นทุนของกิน,แฟ้บ,บรีสเอกเซลคอมฟอร์ท,780 ก.,1*12,79,79.0,,,820.3,68.36,68.36,25-2-62
ต้นทุนของกิน,แฟ้บ,บรีสเอกเซลคอมฟอร์ท,1900ก.,1*6,98,98.0,110,110.0,747.59,124.59,124.59,25-2-62
ต้นทุนของกิน,แฟ้บ,บรีสเอกเซลน้ำ,ข. 525มล.,1*12,57,57.0,,,568.34,47.36,47.36,29-10-54
ต้นทุนของกิน,แฟ้บ,บรีสเอกเซลลิควิด,ข. 1050มล.,1*12,94,94.0,,,,82.4,82.4,14-10-54
ต้นทุนของกิน,แฟ้บ,บรีสเอกเซลลิควิด,ซอง 580มล.,2ซอง*1*12,110,110.0,,,520,87,87.0,27-4-66
ต้นทุนของกิน,แฟ้บ,ปรับผ้านุ่มคอมฟอร์ทอโรมา,350มล.,1*24,45,45.0,,,1122,26.12,26.12,16-9-55
ต้นทุนของกิน,แฟ้บ,ปรับผ้านุ่มคอมฟอร์ท,600มล.,1*24,16,16.0,แพค 43,43.0,ลัง299.01,12.45,12.45,25-2-62
ต้นทุนของกิน,แฟ้บ,ปรับผ้านุ่มคอมฟอร์ท,600มล.,1*24,16,16.0,แพค 43,43.0,ลัง299.01,12.45,12.45,25-2-62
ต้นทุนของกิน,แฟ้บ,คอมฟอร์ทอัลตัราน้ำเดียว,24 มล.,1*288,โหล 90,90.0,,,,6.83,6.83,22-2-54
ต้นทุนของกิน,แฟ้บ,คอมฟอร์ทอัลตัราน้ำเดียว,170มล,1*48,27,27.0,,,1183.86,24.66,24.66,15-7-54
ต้นทุนของกิน,แฟ้บ,คอมฟอร์ทอัลตัราน้ำเดียว,350มล.,1*24,45,45.0,,,,38.75,38.75,13.9-54
ต้นทุนของกิน,แฟ้บ,ซันไลต์เทอร์โบ       ขวด,170มล.,1*48,12,12.0,120,120.0,115.08,9.59,9.59,7-2-55
ต้นทุนของกิน,แฟ้บ,ซันไลต์                      ขวด,485มล.,1*24,35,35.0,,,710.96,29,29.0,25-2-62
ต้นทุนของกิน,แฟ้บ,ซันไลต์              ขวดหัวปั้ม,750 มล,1*18,62,62.0,,,1008,56,56.0,25-2-62
ต้นทุนของกิน,แฟ้บ,ซันไลต์                แกลลอน,3200มล.,1*4,170,170.0,,,527.55,131.88,131.88,13-11-67
ต้นทุนของกิน,แฟ้บ,ซันไลต์เทอร์โบ  27.-  ซอง,550มล,1*24,25,25.0,แพค 70,70.0,ลัง 502.64,ซอง20.94,20.94,20-5-69
ต้นทุนของกิน,แฟ้บ,น้ำยาล้างห้องน้ำโปรแมกซ์,450มล.,,32,32.0,,,438.36,36.53,36.53,                               
ต้นทุนของกิน,แฟ้บ,รายการ,ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,เปาซอฟท์ นาโน,3000ก.,1*4,150,150.0,,,540.35,135.09,135.09,16-12-55
ต้นทุนของกิน,แฟ้บ,เปายูวีคัลเลอร์,1000ก.,1*12,64,64.0,,,37.99,64,64.0,23-10-52
ต้นทุนของกิน,แฟ้บ,เปาไวท์นาโน,900ก.,1*8,52,52.0,,,362.7,45.34,45.34,16-11-55
ต้นทุนของกิน,แฟ้บ,ผงซักผ้า 108 Shop,300 ก.,1*36,20,20.0,โหล 220,220.0,616.32,17.12,17.12,17-3-66
ต้นทุนของกิน,แฟ้บ,ผงซักผ้า 108 Shop,1000 ก.,1*12,47,47.0,โหล 530,530.0,497.55,41.46,41.46,19-12-65
ต้นทุนของกิน,แฟ้บ,ผงซักผ้า 108 Shop,3200 ก.,1*4,130,130.0,,,407.67,101.92,101.92,17-3-66
ต้นทุนของกิน,แฟ้บ,โปร(บลูพลัส),2500ก.,ถัง,,,,,721.18,,,22-5-56
ต้นทุนของกิน,แฟ้บ,วิมล้างห้องน้ำ ผง,600ก.,1*24กป,27,27.0,ลัง 620,620.0,563.57,23.48,23.48,22-4-66
ต้นทุนของกิน,แฟ้บ,สบู่ซันไลต์         70ก.,1*6ก้อน,1*24ห่อ,14,14.0,พ.75,75.0,แพค67.58,ก้อน11.26,11.26,22-4-66
ต้นทุนของกิน,แฟ้บ,วินโป                  130ก.,1*12ก้อน,1*12โหล,32,32.0,โหล350,350.0,3861.98,322@26.81,322.0,22-4-66
ต้นทุนของกิน,แฟ้บ,3เอ็ม-ฝอย 14ก.(2แผง/เซท),24ชิ้น+3,1*5แพค,13,13.0,แพค 260,260.0,แพค237.46,9.89,9.89,27-4-62
ต้นทุนของกิน,แฟ้บ,สก็อตไบรต์แผ่นเดี่ยว(4*6),20แผ่น+5,1*10แผง,15,15.0,แผง 250,250.0,แผง229,11.49,11.49,27-4-62
ต้นทุนของกิน,แฟ้บ,สก็อตไบรต์ฟองน้ำเล็ก (3*4),24แผ่น+5,1*10แผง,15,15.0,แผง 310,310.0,แผง 284.71,11.86,11.86,27-4-62
ต้นทุนของกิน,แฟ้บ,สก็อตไบรต์ฟองน้ำใหญ่(3.5*6),1*24แผ่น,1* 6แผง,20,20.0,แผง 380,380.0,แผง351.17,14.64,14.64,17-9-58
ต้นทุนของกิน,แฟ้บ,3เอ็มฟองน้ำตาข่ายผ2แผง/เซท),1*24แผ่น,1*  6แผง,12,12.0,แพค 270,270.0,แผง246.30,10.26,10.26,17-9-58
ต้นทุนของกิน,แฟ้บ,ถุงมือยาง(หมอ-ขาว),12คู่*1ห่อ,1*30ห่อ,,,,,โหล 161.33,13.5,13.5,8-3-66
ต้นทุนของกิน,แฟ้บ,ถุงมือยาง(หมอ-ขาว),ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,เจลแอลกอฮอล้างมือ,1000มล.,1*24แกลอน,,,,,ลัง 2019,84.11,84.11,19-9-64
ต้นทุนของกิน,แฟ้บ,แอลกอฮอถ้วย-เพาเวอร์,1*10*50,1*10กล่อง,120,120.0,,,ลัง 940,กล่อง 94,94.0,21-11-68
ต้นทุนของกิน,แฟ้บ,โซดาไฟ,1กก.,1*20ถุง,,,,,ลัง 925,กก. 46.25,46.25,7-5-69
ต้นทุนของกิน,แฟ้บ,แป้งข้าวหมาก,1*100เม็ด,,,,,,ห่อ 365,เม็ด 3.65,3.65,30-12-69
ต้นทุนของกิน,แฟ้บ,แป้งสาโท,1*100เม็ด,,,,,,ห่อ 365,เม็ด 3.65,3.65,30-12-69
ต้นทุนของกิน,แฟ้บ,แป้งสาโทดั้งเดิม (3ลิตร),,,60.-,60.0,,,,ซอง 40.-,40.0,24-3-69
ต้นทุนของกิน,แฟ้บ,แป้งสาโทละมุน (3ลิตร),,,60.-,60.0,,,,ซอง 40.-,40.0,
ต้นทุนของกิน,แฟ้บ,แป้งสาโทดั้งเดิม (5ลิตร),,,80.-,80.0,,,,ซอง 60.-,60.0,
ต้นทุนของกิน,แฟ้บ,แป้งสาโทละมุน (5ลิตร),,,80-,80.0,,,,ซอง 60.-,60.0,
ต้นทุนของกิน,แฟ้บ,แป้งสาโทละมุน (5ลิตร),ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,แป้งสาโทละมุน (5ลิตร),ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,แป้งสาโทละมุน (5ลิตร),ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,รายการ,ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,รายการ,WS,,,,,,,,,
ต้นทุนของกิน,แฟ้บ,ชาตราหมาแดง,400 ก.,1*12,65,65.0,โหล690,690.0,660,55,55.0,1-2-60
ต้นทุนของกิน,แฟ้บ,ชาตรามือแดงเล็ก,190 ก.,1*24,34,34.0,760,760.0,721.15,60.09,60.09,30-1-67
ต้นทุนของกิน,แฟ้บ,ชาตรามือแดงใหญ่,400 ก.,1*12,68,68.0,760,760.0,721.15,60.09,60.09,30-1-67
ต้นทุนของกิน,แฟ้บ,ชาตรามือทองใหญ่,400 ก.,1*12,90,90.0,995,995.0,946.91,78.91,78.91,26-9-67
ต้นทุนของกิน,แฟ้บ,ชาเขียวตรามือ,200 ก.,1*12,68,68.0,760,760.0,721.15,60.09,60.09,30-1-67
ต้นทุนของกิน,แฟ้บ,ชาเขียวนม(เอ็กตร้ากรีน)ตรามือ,200 ก.,1*12,75,75.0,860,860.0,820,68.33,68.33,26-9-66
ต้นทุนของกิน,แฟ้บ,กาแฟตรามือ,400 ก.,1*24,32,32.0,685,685.0,650,27.08,27.08,26-9-66
ต้นทุนของกิน,แฟ้บ,กาแฟตรามือ,1000 ก.,1*12,,,,,518,43.16,43.16,15-3-54
ต้นทุนของกิน,แฟ้บ,ชาผง(ชาเขียว)สำเร็จตรามือ,50 ซอง,1*24กป.,95,95.0,,,1890,78.75,78.75,15-12-55
ต้นทุนของกิน,แฟ้บ,ชาเขียวญี่ปุ่นMatcha GTD AA,100ก.,1*20ซอง,150,150.0,,,2300,115,115.0,15-10-58
ต้นทุนของกิน,แฟ้บ,เจียวกู่หลาน,100ก.,1*12,150,150.0,,,1545,128.75,128.75,20-12-66
ต้นทุนของกิน,แฟ้บ,ชาอู่หลงสิบสองหอม,15,1*6กป.,280,280.0,,,1500,250,250.0,17-11-58
ต้นทุนของกิน,แฟ้บ,ชาอู่หลงก้านอ่อน,200ก.,1*6กป.,320,320.0,,,1800,300,300.0,17-11-58
ต้นทุนของกิน,แฟ้บ,ชาอู่หลงซองเยื่อ,12.5ก,1*48กล่อง,35,35.0,ลัง1520,1520.0,1440,30,30.0,26-9-67
ต้นทุนของกิน,แฟ้บ,ชาแดงอัสสัม(ชานมไข่มุก),250ก,1*12,90,90.0,1020,1020.0,970,80.83,80.83,26-9-66
ต้นทุนของกิน,แฟ้บ,ถุงชงกาแฟ,,1*12*6,,,,,โหล 255,21.25,21.25,12-5-66
ต้นทุนของกิน,แฟ้บ,กาแฟโบราณ สูตร 1,,1*24,29,29.0,630,630.0,600,25,25.0,10-1-67
ต้นทุนของกิน,แฟ้บ,กาแฟโบราณ สูตร 2,,1*24,34,34.0,760,760.0,720,30,30.0,10-1-67
ต้นทุนของกิน,แฟ้บ,กาแฟโบราณ,1000 ก.,1*6,98,98.0,550,550.0,525,87.5,87.5,10-1-67
ต้นทุนของกิน,แฟ้บ,กาแฟโรบัสต้าบด,400ก.,1*12,150,150.0,,,ถุง130,130,130.0,8-12-55
ต้นทุนของกิน,แฟ้บ,ชามังกรบิน,300 ก.,1*24,44,44.0,1010,1010.0,960,40,40.0,10-1-67
ต้นทุนของกิน,แฟ้บ,ชามังกรบิน,500 ก.,1*12,66,66.0,760,760.0,720,60,60.0,10-1-67
ต้นทุนของกิน,แฟ้บ,ชาเขียวมังกรบิน,200ก.,1*12,60,60.0,690,690.0,660,55,55.0,10-1-67
ต้นทุนของกิน,แฟ้บ,กาแฟโคแฟโฮ,500ก.,1*4โหล,24,24.0,โหล220,220.0,โหล207.50,17.29,17.29,22-4-62
ต้นทุนของกิน,แฟ้บ,รายการ,ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,กาแฟโบราณงูเห่า(น้ำเงิน),350ก.,1*24ซอง,34,34.0,ลัง 780,780.0,745,31.04,31.04,23-1-67
ต้นทุนของกิน,แฟ้บ,ชาโบราณแดงฉลากทอง,200ก.,1*25ซอง,40,40.0,ลัง 870,870.0,830,37.2,37.2,1967-01-23 00:00:00
ต้นทุนของกิน,แฟ้บ,ชาเขียวซุปเปอร์,200ก.,1*25ซอง,62,62.0,ลัง 1450,1450.0,1380,55.2,55.2,23-1-67
ต้นทุนของกิน,แฟ้บ,ชา 3 ม้า เบอร์ 1,,1*10,38,38.0,340,340.0,315.2,31.52,31.52,19-12-54
ต้นทุนของกิน,แฟ้บ,ชา 3 ม้า เบอร์ 3,จิ๋ว,1*50,,,,,147.75,2.95,2.95,21-3-56
ต้นทุนของกิน,แฟ้บ,ชา 3 ม้า เบอร์ 3,กลาง,1*20,15,15.0,250,250.0,238.4,11.92,11.92,30-7-64
ต้นทุนของกิน,แฟ้บ,ชา 3 ม้า เบอร์ 3,ใหญ่,1*10,27,27.0,250,250.0,232,23.2,23.2,30-7-64
ต้นทุนของกิน,แฟ้บ,ชา 3 ม้า ตั่วอั้งเพ้าทิกวนอิม,,1*10,50,50.0,450,450.0,413.7,41.37,41.37,10-12-64
ต้นทุนของกิน,แฟ้บ,มั่งท้อจุ้ยเซียน,,1*10,70,70.0,,,591,59.1,59.1,24-7-55
ต้นทุนของกิน,แฟ้บ,แปะเปาจุ้ยเซียน,,1*10,65,65.0,570,570.0,512.2,51.22,51.22,2-2-64
ต้นทุนของกิน,แฟ้บ,เห็ดหลินจือ,120 ก.,,220,220.0,,,,180,180.0,17-8-58
ต้นทุนของกิน,แฟ้บ,ขมิ้นชันแหลมทองการแพทย์,1*20แคปซูล,1*12,35,35.0,160,160.0,127,21,21.0,14-4-56
ต้นทุนของกิน,แฟ้บ,ฟ้าทะลายโจร,1*20แคปซูล,1*12,35,35.0,160,160.0,127,21,21.0,14-4-56
ต้นทุนของกิน,แฟ้บ,ชาจีนอบมะลิ,70ก.,1*48,45,45.0,โหล 500,500.0,โหล455.64,37.96,37.96,22-7-64
ต้นทุนของกิน,แฟ้บ,ชาอู่หลง-ระมิงค์,25ซอง,1*48,65,65.0,,,โหล 692.28,57.69,57.69,21-12-58
ต้นทุนของกิน,แฟ้บ,ชาแดงเชอร์รี่,500ก,1*20ห่อ,155,155.0,,,2600,130,130.0,17-9-58
ต้นทุนของกิน,แฟ้บ,ชาเขียวไต้หวัน,500ก,1*20ห่อ,185,185.0,,,3100,155,155.0,1958-09-17 00:00:00
ต้นทุนของกิน,แฟ้บ,ม้วนซีล,,1*6 ม้วน,650,650.0,,,3300,550,550.0,17-9-58
ต้นทุนของกิน,แฟ้บ,รายการ,ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,รายการ,ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,รายการ,ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,รายการ,ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,รายการ,ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,แฟ้บ,รายการ,ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",มุกสลัดพาราไดซ์ ขาว/แดง/ดำ,1กก.,1*20ถุง,40,40.0,ลัง 750,750.0,730,36.5,36.5,7-4-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",มุกเยอรมัน  ขาว-แดง-เหลือง,1กก.,1*20ถุง,40,40.0,ลัง 750,750.0,730,36.5,36.5,12-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",มุกแพนด้า  (กลมดำ-ขาว),1กก.,1*20ถุง,40,40.0,ลัง 750,750.0,730,36.5,36.5,7-4-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",มุกดำ,1กก.,1*20ถุง,40,40.0,ลัง 750,750.0,730,36.5,36.5,12-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",บุกบราวซูก้า,1กก.,1*20ถุง,45,45.0,ลัง 840,840.0,810,40.5,40.5,12-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ดาวระยิบ,1กก.,1*20ถุง,40,40.0,ลัง 750,750.0,730,36.5,36.5,12-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",หัวใจสามสี(ขาว-แดง-เหลือง),1กก.,1*20ถุง,40,40.0,ลัง 750,750.0,740,37,37.0,12-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",มุกแอปเปื้ล  (กลมขาว-เขียว),1กก.,1*20ถุง,40,40.0,ลัง 750,750.0,730,36.5,36.5,7-4-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",มุกสตรอเบอรี่(กลมขาว-แดง),1กก.,1*20ถุง,40,40.0,ลัง 750,750.0,730,36.5,36.5,7-4-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ฟุตสลัดตุ๊กตาแดง  2สี,1กก.,1*20ถุง,35,35.0,ลัง 660,660.0,640,32,32.0,12-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ฟุตสลัดตุ๊กตาบูลเลมอน(ฟ้า),1กก.,1*20ถุง,35,35.0,ลัง 660,660.0,640,32,32.0,12-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ฟุตสลัดตุ๊กตาแคนตาลูป(เขียว),1กก.,1*20ถุง,35,35.0,ลัง 660,660.0,640,32,32.0,12-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ฟุตสลัดตุ๊กตาสตรอเบอรี่(แดง),1กก.,1*20ถุง,35,35.0,ลัง 660,660.0,640,32,32.0,12-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",วุ้นมะพร้าวคุณจาเขียว,1กก.,1*20ถุง,40,40.0,ลัง 590,590.0,560,35,35.0,1-6-67
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",วุ้นมะพร้าวคุณจาขาว,1กก.,1*20ถุง,40,40.0,ลัง 590,590.0,560,35,35.0,1-6-67
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",วุ้นลูกตาลคุณจา,1กก.,1*20ถุง,40,40.0,ลัง 690,690.0,645,32.25,32.25,
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ลูกชิด(คุณจา),1กก.,1*16ถุง,75,75.0,ลัง 1090,1090.0,1030,64.37,64.37,27-4-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",บุกเฉาก๊วยเฉากี๊เฉากี๊,900ก.,1*12ถุง,60,60.0,ลัง 670,670.0,630,52.5,52.5,8-4-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",บุกเฉาก๊วยเฉากี๊เฉากี๊,900ก.,1*12ถุง,60,60.0,ลัง 670,670.0,650,54.16,54.16,21-4-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",หมาล่าโอเค สูตรน้ำ,100ก.,1*50ซอง,45,45.0,2100,2100.0,1930,38.6,38.6,13-5-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",คาลาเมลเซนจูลี(บัตเตอร์),567ก.,1*12,96,96.0,,,,,,
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",คาลาเมลเซนจูลี(บัตเตอร์),567ก.,1*12,175,175.0,,,,,,
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",คาลาเมลตราบ้าน,570ก.,1*10,70,70.0,,,570,57,57.0,
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงเฉาก๊วย,200 ก.,1*30 ห่อ,45,45.0,,,ลัง 394,,,13-3-64
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",มุกตราเรือ,1กก.,1*18ถุง,34,34.0,,,535,29.72,29.72,9-9-61
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",รายการ,ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงเผือก,150 ก.,1*12 ห่อ,39,39.0,ลัง 460,460.0,ลัง 443,36.67,36.67,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงแคนตาลูป,150 ก.,1*12 ห่อ,39,39.0,ลัง 460,460.0,ลัง 443,36.67,36.67,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงนมเย็น,150 ก.,1*12 ห่อ,39,39.0,ลัง 460,460.0,ลัง 443,36.67,36.67,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงกล้วยหอม,150 ก.,1*12 ห่อ,39,39.0,ลัง 460,460.0,ลัง 443,36.67,36.67,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงชาเขียว,150 ก.,1*12 ห่อ,39,39.0,ลัง 460,460.0,ลัง 443,36.67,36.67,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงนมสด,150 ก.,1*32 ห่อ,39,39.0,ลัง 460,460.0,ลัง 443,36.67,36.67,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงสตรอเบอรี่,150 ก.,1*12 ห่อ,39,39.0,ลัง 460,460.0,ลัง 443,36.67,36.67,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงชานม,150 ก.,1*32 ห่อ,39,39.0,ลัง 460,460.0,ลัง 443,36.67,36.67,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงชาเย็น,150 ก.,1*12 ห่อ,39,39.0,ลัง 460,460.0,ลัง 443,36.67,36.67,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงโกโก้,150 ก.,1*32 ห่อ,66,66.0,ลัง 780,780.0,ลัง 758,63.17,63.17,4-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงช็อคโกแล็ต,150 ก.,1*32 ห่อ,66,66.0,ลัง 780,780.0,ลัง 758,63.17,63.17,4-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงช็อคชิพ,150 ก.,1*32 ห่อ,ซอง 45,45.0,,,1280,ถุง    40,40.0,4-11-60
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงกาแฟคาปูชิโน่,150 ก.,1*12 ห่อ,55,55.0,ลัง 645,645.0,ลัง 626,52.17,52.17,17-11-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,","ติ่งฟงกาแฟมอคค่า,ลาเต้",150 ก.,1*12 ห่อ,55,55.0,ลัง 645,645.0,ลัง 626,52.17,52.17,17-11-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงผลไม้ เผือก,900 ก.,1*12 ห่อ,ซอง145,145.0,โหล 1735,1735.0,1665,138.75,138.75,14-7-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,","ผงติ่งฟงกล้วย, แคนตาลูป",900 ก.,1*12 ห่อ,ซอง145,145.0,โหล 1735,1735.0,1665,138.75,138.75,14-7-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,","ผงติ่งฟงชาเขียว,สตรอ",900 ก.,1*12 ห่อ,ซอง145,145.0,โหล 1735,1735.0,1665,138.75,138.75,14-7-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,","ติ่งฟงนมเย็น,นมสด",900 ก.,1*12 ห่อ,ซอง145,145.0,โหล 1735,1735.0,1665,138.75,138.75,14-7-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,","ผงติ่งฟงชาเย็น,ชานม",900 ก.,1*12 ห่อ,ซอง145,145.0,โหล 1735,1735.0,1665,138.75,138.75,14-7-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,","ผงติ่งฟงช็อคชิพ,ชอคโกแลค",900 ก.,1*20 ห่อ,ซอง299,299.0,ลัง 3585,3585.0,3426,285.5,285.5,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ติ่งฟงโกโก้,900 ก.,1*12 ห่อ,ซอง299,299.0,ลัง 3585,3585.0,3426,285.5,285.5,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงติ่งฟงกาแฟคาปูชิโน่,900 ก.,1*12 ห่อ,ซอง225,225.0,ลัง 2700,2700.0,2583,215.25,215.25,3-2-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงเฉาก้วย,200ก.,12ซอง,48,48.0,โหล 550,550.0,527,43.92,43.92,4-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ครีมหอมนมสด,900ก.,1*20ถุง,110,110.0,ลัง1990,1990.0,1890,94.5,94.5,1-3-67
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ใบชาแดงโยกุ,600ก.,1*42ถุง,175,175.0,,,6657,158.5,158.5,22-12-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",ผงชาเขียวมัทฉะ,200ก.,1*12ซอง,98,98.0,ลัง 1150,1150.0,1119,93.25,93.25,30-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",โฮจิฉะ(ผงชาเขียวคั่ว),100ก,1*12ซอง,230,230.0,,,ลัง 2518.25,209.85,209.85,27-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",โฮจิฉะ(ผงชาเขียวคั่ว),ขนาด,บรรจุ,ราคา,,ราคา,,ทุน,ทุน,,วันที่
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",บุกไข่มุกบราวซูก้าร์,600ก.,1*20ถุง,42,42.0,ลัง 790,790.0,765,38.25,38.25,30-3-69
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",บุกไข่มุกบราวซูก้าร์(เต๋า7มิล),1กก.,1*24ถุง,50,50.0,ลัง 1150,1150.0,1085,45.21,45.21,15-6-66
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",บุกไข่มุกน้ำตาล,600ก.,1*20ถุง,40,40.0,ลัง 750,750.0,715,35.75,35.75,26-2-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",บุกไข่มุกน้ำผึ้ง,1กก.,1*20ถุง,35,35.0,ลัง 660,660.0,630,31.5,31.5,27-9-64
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",น้ำติ่งฟงสตรอเบอรี่,,1*12,76,76.0,890,890.0,863,71.92(69),71.92,28-5-68
ต้นทุนของกิน,"มุก,ผงติ่งฟง,",น้ำติ่งฟงบลูเบอรี่,,1*12,76,76.0,890,890.0,863,71.92(69),71.92,28-5-68
